CustomerID,predicted_churn_probability,cluster_id,top_shap_features
8058-DMYRU,0.4421,0,Contract_Month-to-month (+0.2478); Tenure Months (-0.2391); Dependents_No (+0.2248)
8083-YTZES,0.7556,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1236-WFCDV,0.4769,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5949-HGVJL,0.3205,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3585-ISXZP,0.6785,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2025-JKFWI,0.6003,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4445-ZJNMU,0.7132,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6979-ZNSFF,0.7653,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9866-QEVEE,0.5489,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4587-VVTOX,0.8467,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6284-AHOOQ,0.4695,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4301-VVZKA,0.6501,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2606-RMDHZ,0.4435,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4631-OACRM,0.573,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4360-PNRQB,0.492,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3030-YDNRM,0.6972,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9992-UJOEL,0.4328,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8778-LMWTJ,0.5113,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9840-DVNDC,0.624,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6257-RJOHI,0.3269,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7363-QTBIW,0.7241,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6158-HDPXZ,0.5032,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6507-ZJSUR,0.6632,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3365-SAIGS,0.5114,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9979-RGMZT,0.4745,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4640-UHDOS,0.3627,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1867-BDVFH,0.7292,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8622-ZLFKO,0.8048,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2692-PFYTJ,0.3982,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5828-AVIPD,0.5089,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5226-NOZFC,0.454,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3466-RITXD,0.3709,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7278-CKDNC,0.5254,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6034-YMTOB,0.5144,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5609-IMCGG,0.411,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2959-MJHIC,0.7939,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1319-YLZJG,0.5167,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5759-RCVCB,0.5023,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7005-CCBKV,0.6845,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0430-IHCDJ,0.3963,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0749-IRGQE,0.5777,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8739-XNIKG,0.7946,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5760-FXFVO,0.5278,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9685-WKZGT,0.6103,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2139-FQHLM,0.3067,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0004-TLHLJ,0.6762,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8699-ASUFO,0.7172,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7404-JLKQG,0.4774,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8993-PHFWD,0.5012,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1965-DDBWU,0.4871,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6854-EXGSF,0.3197,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1310-QRITU,0.376,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6542-LWGXJ,0.504,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1848-LBZHY,0.3222,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1475-VWVDO,0.6193,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0096-BXERS,0.5084,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6704-UTUKK,0.5538,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8158-WPEZG,0.4152,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6137-NICCO,0.4061,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6376-GAHQE,0.6641,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2057-ZBLPD,0.6823,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2257-BOVXD,0.3856,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3594-KADLU,0.3566,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6429-SHBCB,0.3554,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7855-DIWPO,0.4556,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2203-GHNWN,0.5261,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2960-NKRSO,0.338,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6705-LXORM,0.6371,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7130-VTEWQ,0.7085,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4248-QPAVC,0.4859,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5480-HPRRX,0.5182,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9334-GWGOW,0.7703,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0581-BXBUB,0.5765,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2770-NSVDG,0.3602,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8752-STIVR,0.7393,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8623-ULFNQ,0.3246,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2187-PKZAY,0.5635,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8161-QYMTT,0.8206,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6834-NXDCA,0.4435,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4993-JCRGJ,0.366,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0581-MDMPW,0.5074,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3018-TFTSU,0.3127,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6557-BZXLQ,0.4098,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2432-TFSMK,0.365,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7249-WBIYX,0.7895,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8739-WWKDU,0.5697,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2077-MPJQO,0.7746,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7181-OQCUT,0.4421,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2845-HSJCY,0.7173,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3374-LXDEV,0.4052,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4806-KEXQR,0.7442,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4647-MUZON,0.5912,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2277-VWCNI,0.406,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8361-LTMKD,0.7668,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3320-VEOYC,0.7344,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0958-YHXGP,0.5522,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1816-FLZDK,0.4382,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1436-ZMJAN,0.5015,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7354-OIJLX,0.6941,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3197-ARFOY,0.3543,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5698-BQJOH,0.3807,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2309-OSFEU,0.5161,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7503-QQRVF,0.445,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7504-UWHNB,0.3381,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2955-BJZHG,0.5349,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9048-JVYVF,0.5846,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0682-USIXD,0.5184,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9050-QLROH,0.549,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9512-UIBFX,0.5241,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6331-LWDTQ,0.5483,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8884-ADFVN,0.8647,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9279-CJEOJ,0.621,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2985-FMWYF,0.6781,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3540-RZJYU,0.3882,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6861-XWTWQ,0.8608,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0841-NULXI,0.7507,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0322-CHQRU,0.4377,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3587-PMCOY,0.4609,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0655-RBDUG,0.7641,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3569-EDBPQ,0.3648,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5382-SOYZL,0.6844,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4154-AQUGT,0.4707,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0376-YMCJC,0.5318,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7410-YTJIK,0.5532,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9927-DSWDF,0.4583,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9692-TUSXH,0.5273,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
3094-JOJAI,0.4101,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4873-ILOLJ,0.5825,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6729-GDNGC,0.3728,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6338-AVWCY,0.6197,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7876-BEUTG,0.3233,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5628-FCGYG,0.6178,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0506-LVNGN,0.577,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4329-YPDDQ,0.3291,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
9227-LUNBG,0.5687,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7055-HNEOJ,0.4207,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8541-QVFKM,0.6974,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7129-ACFOG,0.458,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2495-INZWQ,0.7263,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5438-QMDDL,0.3112,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6821-BUXUX,0.5632,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7861-UVUFT,0.6303,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5228-EXCET,0.5783,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7912-SYRQT,0.6381,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6630-UJZMY,0.8542,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
1559-DTODC,0.3343,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0023-XUOPT,0.622,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
6543-CPZMK,0.569,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
4818-QIUFN,0.4753,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
0778-NELLA,0.5133,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7495-OOKFY,0.3059,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
2988-PLAHS,0.4747,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
8601-QACRS,0.4706,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
5357-TZHPP,0.6805,1,Tenure Months (+0.5248); Contract_Month-to-month (+0.3151); Contract_Two year (+0.2166)
7235-NXZCP,0.7885,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9611-CTWIH,0.8222,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2034-GDRCN,0.863,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4415-IJZTP,0.8802,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4927-WWOOZ,0.9057,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
7181-BQYBV,0.9471,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3658-KIBGF,0.5133,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
8821-XNHVZ,0.8765,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
0970-ETWGE,0.9175,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
0432-CAJZV,0.7109,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
6910-HADCM,0.7816,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5376-DEQCP,0.8249,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3966-HRMZA,0.5674,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
8258-GSTJK,0.8016,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5692-FPTAH,0.5238,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2514-GINMM,0.8787,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1471-GIQKQ,0.4928,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
7180-PISOG,0.9077,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9747-DDZOS,0.7063,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
0388-EOPEX,0.74,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9752-ZNQUT,0.5751,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
0235-KGSLC,0.8446,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3722-WPXTK,0.9154,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1536-HBSWP,0.5362,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
8266-VBFQL,0.6894,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2325-NBPZG,0.6349,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5442-BHQNG,0.6775,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
6166-ILMNY,0.6052,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1820-TQVEV,0.8264,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1541-ETJZO,0.5225,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
6230-BSUXY,0.8893,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4237-RLAQD,0.53,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
7571-YXDAD,0.6915,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4713-LZDRV,0.8265,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4983-CCWMC,0.6467,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2867-UIMSS,0.8359,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
0258-NOKBL,0.6905,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9878-TNQGW,0.8194,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
7952-OBOYL,0.6607,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3717-OEAUQ,0.6113,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3932-CMDTD,0.568,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1731-TVIUK,0.7417,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
0685-MLYYM,0.694,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1448-PWKYE,0.8692,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9717-QEBGU,0.7548,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4317-VTEOA,0.5904,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
8380-PEFPE,0.8304,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9248-OJYKK,0.8912,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9057-SIHCH,0.8823,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5542-TBBWB,0.8275,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
6023-YEBUP,0.8878,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9940-RHLFB,0.7775,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
8593-WHYHV,0.8409,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
4678-DVQEO,0.5491,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3519-ZKXGG,0.8339,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
6857-VWJDT,0.903,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5419-CONWX,0.7342,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
8445-DNBAE,0.3472,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1320-HTRDR,0.7857,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2254-DLXRI,0.8381,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5339-PXDVH,0.6927,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2386-LAHRK,0.6242,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
3716-BDVDB,0.8249,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
7409-KIUTL,0.8333,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
2202-CUYXZ,0.8867,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5709-LVOEQ,0.6718,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
6372-RFVNS,0.8658,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
1143-NMNQJ,0.872,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5196-SGOAK,0.8183,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
5186-SAMNZ,0.7817,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
7817-BOQPW,0.8278,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
9643-AVVWI,0.3281,2,Charges Per Tenure (+0.8543); Tenure Months (+0.7730); Contract_Month-to-month (+0.3203)
